,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
3222,28-10-2014,Tuesday,35,37,63,68,36,promotion
3223,29-10-2014,Wednesday,33,1,57,40,57,none
3224,30-10-2014,Thursday,24,46,7,5,66,none
3225,31-10-2014,Friday,1,20,43,53,15,none
3226,01-11-2014,Saturday,8,26,50,50,8,none
3227,02-11-2014,Sunday,31,30,109,60,13,promotion
3228,03-11-2014,Monday,19,8,57,36,31,none
3229,04-11-2014,Tuesday,33,27,62,71,32,promotion
3230,05-11-2014,Wednesday,3,7,60,25,17,none
3231,06-11-2014,Thursday,39,32,87,19,70,promotion
3232,07-11-2014,Friday,13,46,31,17,42,none
3233,08-11-2014,Saturday,1,4,31,37,6,none
3234,09-11-2014,Sunday,9,5,44,49,25,none
3235,10-11-2014,Monday,4,2,103,49,33,none
3236,11-11-2014,Tuesday,14,13,11,64,12,none
3237,12-11-2014,Wednesday,27,52,114,2,53,promotion
3238,13-11-2014,Thursday,4,9,54,53,38,none
3239,14-11-2014,Friday,39,34,66,15,93,promotion
3240,15-11-2014,Saturday,7,34,104,28,35,promotion
3241,16-11-2014,Sunday,7,56,86,14,30,none
3242,17-11-2014,Monday,21,30,55,51,72,promotion
3243,18-11-2014,Tuesday,3,30,46,27,61,none
3244,19-11-2014,Wednesday,22,23,93,21,96,promotion
3245,20-11-2014,Thursday,48,26,72,15,36,none
3246,21-11-2014,Friday,47,30,107,18,45,promotion
3247,22-11-2014,Saturday,19,57,86,33,71,promotion
3248,23-11-2014,Sunday,17,4,33,72,3,none
3249,24-11-2014,Monday,44,43,79,73,13,promotion
3250,25-11-2014,Tuesday,34,28,106,47,20,promotion
3251,26-11-2014,Wednesday,43,41,89,14,97,promotion
3252,27-11-2014,Thursday,6,53,51,48,84,promotion
3253,28-11-2014,Friday,30,45,11,31,73,none
3254,29-11-2014,Saturday,16,14,44,3,56,none
3255,30-11-2014,Sunday,26,27,9,26,17,none
3256,01-12-2014,Monday,46,45,57,40,99,promotion
3257,02-12-2014,Tuesday,25,25,13,46,82,none
3258,03-12-2014,Wednesday,37,35,115,65,58,promotion
3259,04-12-2014,Thursday,1,49,59,36,99,promotion
3260,05-12-2014,Friday,14,26,27,47,73,none
3261,06-12-2014,Saturday,13,38,6,4,38,none
3262,07-12-2014,Sunday,7,56,115,46,96,promotion
3263,08-12-2014,Monday,4,32,52,10,52,none
3264,09-12-2014,Tuesday,33,16,67,24,68,promotion
3265,10-12-2014,Wednesday,36,23,26,73,50,promotion
3266,11-12-2014,Thursday,14,34,92,46,25,promotion
3267,12-12-2014,Friday,12,12,37,59,74,none
3268,13-12-2014,Saturday,18,39,108,17,94,promotion
3269,14-12-2014,Sunday,5,39,116,61,7,promotion
3270,15-12-2014,Monday,24,18,56,38,60,none
3271,16-12-2014,Tuesday,48,29,117,46,36,promotion
3272,17-12-2014,Wednesday,11,44,58,35,14,none
3273,18-12-2014,Thursday,39,21,118,8,18,promotion
3274,19-12-2014,Friday,39,45,54,71,31,promotion
3275,20-12-2014,Saturday,49,37,35,74,83,promotion
3276,21-12-2014,Sunday,37,9,110,28,82,promotion
3277,22-12-2014,Monday,30,48,112,8,25,promotion
3278,23-12-2014,Tuesday,26,6,31,16,44,none
3279,24-12-2014,Wednesday,36,31,107,32,21,promotion
3280,25-12-2014,Thursday,8,52,77,63,80,promotion
3281,26-12-2014,Friday,1,48,65,74,83,promotion
3282,27-12-2014,Saturday,1,52,117,47,6,promotion
3283,28-12-2014,Sunday,9,3,20,40,86,none
3284,29-12-2014,Monday,4,21,67,64,54,promotion
3285,30-12-2014,Tuesday,7,25,77,31,96,promotion
3286,31-12-2014,Wednesday,38,45,31,30,82,promotion
3287,01-01-2015,Thursday,8,14,24,20,3,none
3288,02-01-2015,Friday,14,20,66,34,42,none
3289,03-01-2015,Saturday,19,34,71,72,55,promotion
3290,04-01-2015,Sunday,18,39,14,17,26,none
3291,05-01-2015,Monday,4,29,25,29,20,none
3292,06-01-2015,Tuesday,9,17,18,7,78,none
3293,07-01-2015,Wednesday,48,20,54,24,93,promotion
3294,08-01-2015,Thursday,44,37,50,64,82,promotion
3295,09-01-2015,Friday,4,16,40,41,86,none
3296,10-01-2015,Saturday,45,38,52,36,70,promotion
3297,11-01-2015,Sunday,12,55,19,52,17,none
3298,12-01-2015,Monday,11,39,115,18,58,promotion
3299,13-01-2015,Tuesday,44,11,29,51,72,promotion
3300,14-01-2015,Wednesday,16,42,78,51,82,promotion
3301,15-01-2015,Thursday,28,55,92,30,48,promotion
3302,16-01-2015,Friday,39,52,119,6,91,promotion
3303,17-01-2015,Saturday,36,59,45,43,78,promotion
3304,18-01-2015,Sunday,19,20,11,5,22,none
3305,19-01-2015,Monday,36,54,100,43,7,promotion
3306,20-01-2015,Tuesday,22,42,67,25,7,none
3307,21-01-2015,Wednesday,29,59,64,8,59,promotion
3308,22-01-2015,Thursday,34,43,76,26,21,none
3309,23-01-2015,Friday,26,10,89,40,67,promotion
3310,24-01-2015,Saturday,11,14,41,45,68,none
3311,25-01-2015,Sunday,2,10,115,18,65,promotion
3312,26-01-2015,Monday,22,30,20,68,35,none
3313,27-01-2015,Tuesday,26,2,21,30,38,none
3314,28-01-2015,Wednesday,11,54,97,55,48,promotion
3315,29-01-2015,Thursday,42,56,48,46,10,promotion
3316,30-01-2015,Friday,14,20,96,61,61,promotion
3317,31-01-2015,Saturday,3,33,1,23,15,none
3318,01-02-2015,Sunday,19,35,47,51,62,promotion
3319,02-02-2015,Monday,21,59,103,47,61,promotion
3320,03-02-2015,Tuesday,8,31,75,57,15,none
3321,04-02-2015,Wednesday,41,54,13,3,58,none
3322,05-02-2015,Thursday,22,37,80,45,97,promotion
3323,06-02-2015,Friday,38,27,64,47,29,promotion
3324,07-02-2015,Saturday,47,41,111,19,32,promotion
3325,08-02-2015,Sunday,20,1,110,3,94,promotion
3326,09-02-2015,Monday,27,18,110,2,63,promotion
3327,10-02-2015,Tuesday,7,59,79,59,97,promotion
3328,11-02-2015,Wednesday,1,32,71,65,99,promotion
3329,12-02-2015,Thursday,9,24,20,16,82,none
3330,13-02-2015,Friday,22,33,111,15,17,none
3331,14-02-2015,Saturday,48,18,65,51,30,promotion
3332,15-02-2015,Sunday,38,8,76,61,96,promotion
3333,16-02-2015,Monday,4,8,26,46,89,none
3334,17-02-2015,Tuesday,47,55,16,11,76,promotion
3335,18-02-2015,Wednesday,41,54,37,69,45,promotion
3336,19-02-2015,Thursday,42,17,81,11,54,promotion
3337,20-02-2015,Friday,29,43,110,55,23,promotion
3338,21-02-2015,Saturday,37,31,108,56,6,promotion
3339,22-02-2015,Sunday,40,31,91,53,54,promotion
3340,23-02-2015,Monday,2,55,42,49,10,none
3341,24-02-2015,Tuesday,46,35,34,55,85,promotion
3342,25-02-2015,Wednesday,6,26,79,33,88,promotion
3343,26-02-2015,Thursday,28,19,7,45,64,none
3344,27-02-2015,Friday,32,10,100,2,54,none
3345,28-02-2015,Saturday,41,19,37,73,68,promotion
3346,01-03-2015,Sunday,10,21,87,71,40,promotion
3347,02-03-2015,Monday,8,58,27,63,63,promotion
3348,03-03-2015,Tuesday,36,13,28,36,22,none
3349,04-03-2015,Wednesday,48,16,60,29,59,promotion
3350,05-03-2015,Thursday,6,22,76,64,12,none
3351,06-03-2015,Friday,42,43,32,28,37,none
3352,07-03-2015,Saturday,29,39,4,23,11,none
3353,08-03-2015,Sunday,22,22,100,11,57,promotion
3354,09-03-2015,Monday,12,12,14,58,71,none
3355,10-03-2015,Tuesday,4,51,96,24,55,promotion
3356,11-03-2015,Wednesday,19,6,15,58,58,none
3357,12-03-2015,Thursday,36,22,64,31,38,none
3358,13-03-2015,Friday,47,55,119,47,72,promotion
3359,14-03-2015,Saturday,42,23,44,4,9,none
3360,15-03-2015,Sunday,18,44,19,7,97,none
3361,16-03-2015,Monday,48,27,11,4,18,none
3362,17-03-2015,Tuesday,28,18,59,36,45,none
3363,18-03-2015,Wednesday,48,9,39,43,41,none
3364,19-03-2015,Thursday,10,18,64,45,61,none
3365,20-03-2015,Friday,20,22,65,15,91,promotion
3366,21-03-2015,Saturday,8,52,33,14,97,promotion
3367,22-03-2015,Sunday,8,3,98,63,53,promotion
3368,23-03-2015,Monday,38,59,105,28,7,promotion
3369,24-03-2015,Tuesday,44,48,54,28,22,none
3370,25-03-2015,Wednesday,45,59,66,50,74,promotion
3371,26-03-2015,Thursday,47,49,112,30,11,promotion
3372,27-03-2015,Friday,47,49,79,51,40,promotion
3373,28-03-2015,Saturday,35,42,62,50,52,promotion
3374,29-03-2015,Sunday,34,30,96,43,51,promotion
3375,30-03-2015,Monday,11,26,115,50,95,promotion
3376,31-03-2015,Tuesday,6,20,68,24,87,promotion
3377,01-04-2015,Wednesday,29,33,22,56,85,promotion
3378,02-04-2015,Thursday,47,13,4,30,14,none
3379,03-04-2015,Friday,33,50,89,3,9,none
3380,04-04-2015,Saturday,20,48,11,25,43,none
3381,05-04-2015,Sunday,40,54,69,10,77,promotion
3382,06-04-2015,Monday,31,39,72,33,91,promotion
3383,07-04-2015,Tuesday,32,45,15,50,26,none
3384,08-04-2015,Wednesday,48,18,60,32,90,promotion
3385,09-04-2015,Thursday,48,30,35,65,55,promotion
3386,10-04-2015,Friday,2,5,108,59,89,promotion
3387,11-04-2015,Saturday,33,23,72,70,52,promotion
3388,12-04-2015,Sunday,41,15,47,18,91,promotion
3389,13-04-2015,Monday,46,37,105,61,14,promotion
3390,14-04-2015,Tuesday,47,50,101,53,40,promotion
3391,15-04-2015,Wednesday,1,17,20,3,59,none
3392,16-04-2015,Thursday,38,16,11,29,80,none
3393,17-04-2015,Friday,22,32,90,51,34,promotion
3394,18-04-2015,Saturday,23,18,102,44,6,none
3395,19-04-2015,Sunday,28,1,68,15,26,none
3396,20-04-2015,Monday,6,16,24,73,39,none
3397,21-04-2015,Tuesday,46,3,82,48,90,promotion
3398,22-04-2015,Wednesday,36,30,95,64,56,promotion
3399,23-04-2015,Thursday,46,40,23,72,66,promotion
3400,24-04-2015,Friday,36,46,111,24,82,promotion
3401,25-04-2015,Saturday,41,59,4,9,13,none
3402,26-04-2015,Sunday,4,35,41,54,44,none
3403,27-04-2015,Monday,29,14,9,21,94,none
3404,28-04-2015,Tuesday,28,51,107,31,33,promotion
3405,29-04-2015,Wednesday,10,31,22,22,84,none
3406,30-04-2015,Thursday,44,4,61,31,22,none
3407,01-05-2015,Friday,4,34,47,68,13,none
3408,02-05-2015,Saturday,44,55,71,23,65,promotion
3409,03-05-2015,Sunday,12,53,79,14,18,none
3410,04-05-2015,Monday,23,36,21,67,6,none
3411,05-05-2015,Tuesday,43,20,103,29,10,promotion
3412,06-05-2015,Wednesday,43,5,49,53,11,none
3413,07-05-2015,Thursday,5,12,114,35,67,promotion
3414,08-05-2015,Friday,30,51,83,26,73,promotion
3415,09-05-2015,Saturday,45,38,77,54,96,promotion
3416,10-05-2015,Sunday,3,15,62,72,24,none
3417,11-05-2015,Monday,31,48,20,3,67,none
3418,12-05-2015,Tuesday,6,13,99,17,3,none
3419,13-05-2015,Wednesday,48,39,88,31,90,promotion
3420,14-05-2015,Thursday,13,43,57,36,46,none
3421,15-05-2015,Friday,18,50,103,2,30,promotion
3422,16-05-2015,Saturday,16,29,12,42,40,none
3423,17-05-2015,Sunday,42,21,51,49,62,promotion
3424,18-05-2015,Monday,25,33,115,58,63,promotion
3425,19-05-2015,Tuesday,22,44,106,43,81,promotion
3426,20-05-2015,Wednesday,41,7,48,43,85,promotion
3427,21-05-2015,Thursday,4,15,12,15,24,none
3428,22-05-2015,Friday,47,49,111,65,38,promotion
3429,23-05-2015,Saturday,49,38,102,46,98,promotion
3430,24-05-2015,Sunday,32,57,49,45,94,promotion
3431,25-05-2015,Monday,7,57,51,54,83,promotion
3432,26-05-2015,Tuesday,34,46,82,28,92,promotion
3433,27-05-2015,Wednesday,48,3,105,14,97,promotion
3434,28-05-2015,Thursday,12,57,44,34,83,promotion
3435,29-05-2015,Friday,40,53,25,64,17,none
3436,30-05-2015,Saturday,9,10,14,38,1,none
3437,31-05-2015,Sunday,4,28,116,19,12,none
3438,01-06-2015,Monday,44,48,57,68,32,promotion
3439,02-06-2015,Tuesday,40,30,16,8,65,none
3440,03-06-2015,Wednesday,42,35,48,54,43,promotion
3441,04-06-2015,Thursday,26,6,20,12,8,none
3442,05-06-2015,Friday,46,57,115,9,85,promotion
3443,06-06-2015,Saturday,7,25,39,69,3,none
3444,07-06-2015,Sunday,8,43,64,45,52,promotion
3445,08-06-2015,Monday,41,46,49,25,56,promotion
3446,09-06-2015,Tuesday,30,11,85,29,27,none
3447,10-06-2015,Wednesday,6,46,23,53,40,none
3448,11-06-2015,Thursday,39,13,41,15,30,none
3449,12-06-2015,Friday,4,5,38,44,83,none
3450,13-06-2015,Saturday,8,55,41,73,42,promotion
3451,14-06-2015,Sunday,44,34,81,10,26,none
3452,15-06-2015,Monday,24,37,45,51,45,promotion
3453,16-06-2015,Tuesday,25,37,55,3,3,none
3454,17-06-2015,Wednesday,30,30,95,64,79,promotion
3455,18-06-2015,Thursday,18,39,9,30,43,none
3456,19-06-2015,Friday,44,11,63,74,3,none
3457,20-06-2015,Saturday,34,43,81,70,99,promotion
3458,21-06-2015,Sunday,49,36,107,26,20,promotion
3459,22-06-2015,Monday,15,35,47,43,44,none
3460,23-06-2015,Tuesday,43,59,30,2,10,none
3461,24-06-2015,Wednesday,43,13,74,60,77,promotion
3462,25-06-2015,Thursday,17,22,5,1,2,none
3463,26-06-2015,Friday,48,7,5,16,27,none
3464,27-06-2015,Saturday,2,32,33,74,65,promotion
3465,28-06-2015,Sunday,43,13,8,14,26,none
3466,29-06-2015,Monday,1,43,13,68,69,none
3467,30-06-2015,Tuesday,16,3,111,54,82,promotion
3468,01-07-2015,Wednesday,17,52,87,12,41,promotion
3469,02-07-2015,Thursday,9,24,7,58,7,none
3470,03-07-2015,Friday,42,25,21,63,8,none
3471,04-07-2015,Saturday,21,11,108,28,58,promotion
3472,05-07-2015,Sunday,44,50,30,66,45,promotion
3473,06-07-2015,Monday,26,12,82,67,50,promotion
3474,07-07-2015,Tuesday,1,55,69,66,75,promotion
3475,08-07-2015,Wednesday,40,41,110,2,12,promotion
3476,09-07-2015,Thursday,3,54,42,37,82,promotion
3477,10-07-2015,Friday,7,5,117,35,24,none
3478,11-07-2015,Saturday,4,35,35,70,31,none
3479,12-07-2015,Sunday,31,18,82,11,42,none
3480,13-07-2015,Monday,14,5,4,73,62,none
3481,14-07-2015,Tuesday,21,27,63,20,9,none
3482,15-07-2015,Wednesday,12,41,77,23,83,promotion
3483,16-07-2015,Thursday,12,8,48,60,90,promotion
3484,17-07-2015,Friday,6,3,96,55,30,none
3485,18-07-2015,Saturday,49,54,9,48,34,none
3486,19-07-2015,Sunday,17,35,47,72,68,promotion
3487,20-07-2015,Monday,14,34,29,30,25,none
3488,21-07-2015,Tuesday,9,44,109,73,1,promotion
3489,22-07-2015,Wednesday,28,21,14,65,46,none
3490,23-07-2015,Thursday,7,30,117,70,74,promotion
3491,24-07-2015,Friday,45,45,98,42,73,promotion
3492,25-07-2015,Saturday,43,3,93,59,30,promotion
3493,26-07-2015,Sunday,5,15,26,44,15,none
3494,27-07-2015,Monday,41,50,78,45,36,promotion
3495,28-07-2015,Tuesday,42,52,92,62,87,promotion
3496,29-07-2015,Wednesday,16,11,30,8,3,none
3497,30-07-2015,Thursday,1,13,8,23,20,none
3498,31-07-2015,Friday,40,27,91,43,28,promotion
3499,01-08-2015,Saturday,38,47,3,37,27,none
3500,02-08-2015,Sunday,7,40,75,44,22,none
3501,03-08-2015,Monday,30,49,5,61,64,promotion
3502,04-08-2015,Tuesday,48,54,62,67,51,promotion
3503,05-08-2015,Wednesday,26,55,91,73,9,promotion
3504,06-08-2015,Thursday,13,15,52,64,63,promotion
3505,07-08-2015,Friday,1,31,67,45,94,promotion
3506,08-08-2015,Saturday,29,4,29,12,82,none
3507,09-08-2015,Sunday,8,15,57,59,75,promotion
3508,10-08-2015,Monday,2,43,75,69,41,promotion
3509,11-08-2015,Tuesday,45,50,85,58,14,promotion
3510,12-08-2015,Wednesday,49,22,69,22,18,none
3511,13-08-2015,Thursday,8,37,57,54,80,promotion
3512,14-08-2015,Friday,41,6,15,7,56,none
3513,15-08-2015,Saturday,27,41,71,26,85,promotion
3514,16-08-2015,Sunday,41,50,94,36,99,promotion
3515,17-08-2015,Monday,49,45,88,21,93,promotion
3516,18-08-2015,Tuesday,47,17,67,52,36,promotion
3517,19-08-2015,Wednesday,23,8,55,11,11,none
3518,20-08-2015,Thursday,15,21,31,30,72,none
3519,21-08-2015,Friday,32,20,68,33,48,promotion
3520,22-08-2015,Saturday,22,3,94,5,78,promotion
3521,23-08-2015,Sunday,8,33,21,31,57,none
3522,24-08-2015,Monday,37,36,55,47,3,none
3523,25-08-2015,Tuesday,17,19,80,15,72,promotion
3524,26-08-2015,Wednesday,7,52,27,55,88,promotion
3525,27-08-2015,Thursday,43,48,63,52,56,promotion
3526,28-08-2015,Friday,21,58,58,34,26,none
3527,29-08-2015,Saturday,39,18,92,43,30,promotion
3528,30-08-2015,Sunday,5,3,89,54,95,promotion
3529,31-08-2015,Monday,17,55,106,49,96,promotion
3530,01-09-2015,Tuesday,35,10,70,5,92,promotion
3531,02-09-2015,Wednesday,48,43,78,63,98,promotion
3532,03-09-2015,Thursday,48,7,14,23,22,none
3533,04-09-2015,Friday,15,22,66,72,66,promotion
3534,05-09-2015,Saturday,48,50,103,49,2,promotion
3535,06-09-2015,Sunday,40,46,14,65,12,none
3536,07-09-2015,Monday,16,8,59,68,76,promotion
3537,08-09-2015,Tuesday,25,22,41,13,25,none
3538,09-09-2015,Wednesday,15,10,73,50,66,promotion
3539,10-09-2015,Thursday,11,48,101,33,62,promotion
3540,11-09-2015,Friday,5,26,8,57,17,none
3541,12-09-2015,Saturday,21,19,24,26,15,none
3542,13-09-2015,Sunday,42,55,76,32,70,promotion
3543,14-09-2015,Monday,41,8,69,31,84,promotion
3544,15-09-2015,Tuesday,12,15,50,25,14,none
3545,16-09-2015,Wednesday,30,5,67,49,18,none
3546,17-09-2015,Thursday,4,50,89,9,38,none
3547,18-09-2015,Friday,45,29,61,48,28,promotion
3548,19-09-2015,Saturday,27,20,62,2,46,none
3549,20-09-2015,Sunday,28,10,96,11,74,promotion
3550,21-09-2015,Monday,3,28,49,36,50,none
3551,22-09-2015,Tuesday,3,21,47,44,38,none
3552,23-09-2015,Wednesday,24,3,110,8,62,promotion
3553,24-09-2015,Thursday,46,14,65,70,17,promotion
3554,25-09-2015,Friday,29,55,94,15,50,promotion
3555,26-09-2015,Saturday,19,33,106,25,75,promotion
3556,27-09-2015,Sunday,48,16,94,21,26,promotion
3557,28-09-2015,Monday,2,59,76,43,25,promotion
3558,29-09-2015,Tuesday,5,51,26,6,6,none
3559,30-09-2015,Wednesday,37,54,80,48,59,promotion
3560,01-10-2015,Thursday,18,6,88,62,1,none
3561,02-10-2015,Friday,25,13,10,36,75,none
3562,03-10-2015,Saturday,26,43,68,65,46,promotion
3563,04-10-2015,Sunday,44,38,44,16,40,none
3564,05-10-2015,Monday,13,6,72,71,51,promotion
3565,06-10-2015,Tuesday,35,53,95,14,13,promotion
3566,07-10-2015,Wednesday,22,49,114,9,87,promotion
3567,08-10-2015,Thursday,10,31,11,53,23,none
3568,09-10-2015,Friday,37,8,17,38,58,none
3569,10-10-2015,Saturday,44,21,67,29,65,promotion
3570,11-10-2015,Sunday,42,20,91,16,99,promotion
3571,12-10-2015,Monday,7,35,35,29,6,none
3572,13-10-2015,Tuesday,18,27,52,18,2,none
3573,14-10-2015,Wednesday,32,40,53,37,68,promotion
3574,15-10-2015,Thursday,48,12,94,17,79,promotion
3575,16-10-2015,Friday,45,19,62,51,89,promotion
3576,17-10-2015,Saturday,7,18,42,5,51,none
3577,18-10-2015,Sunday,17,1,12,11,46,none
3578,19-10-2015,Monday,31,47,31,32,75,promotion
3579,20-10-2015,Tuesday,29,55,53,12,93,promotion
3580,21-10-2015,Wednesday,12,5,53,27,85,none
3581,22-10-2015,Thursday,33,17,69,4,62,none
3582,23-10-2015,Friday,39,43,32,68,52,promotion
3583,24-10-2015,Saturday,26,57,37,15,17,none
3584,25-10-2015,Sunday,39,26,23,41,27,none
3585,26-10-2015,Monday,30,34,103,25,6,none
3586,27-10-2015,Tuesday,3,29,54,5,30,none
3587,28-10-2015,Wednesday,20,59,32,74,85,promotion
3588,29-10-2015,Thursday,13,47,25,21,40,none
3589,30-10-2015,Friday,19,35,96,24,81,promotion
3590,31-10-2015,Saturday,1,18,41,46,53,none
3591,01-11-2015,Sunday,42,8,7,8,21,none
3592,02-11-2015,Monday,23,44,66,25,58,promotion
3593,03-11-2015,Tuesday,18,1,114,3,75,promotion
3594,04-11-2015,Wednesday,43,50,6,42,56,none
3595,05-11-2015,Thursday,5,9,52,72,21,none
3596,06-11-2015,Friday,5,21,50,51,76,promotion
3597,07-11-2015,Saturday,19,2,4,8,13,none
3598,08-11-2015,Sunday,6,38,26,5,86,none
3599,09-11-2015,Monday,15,28,6,32,18,none
3600,10-11-2015,Tuesday,11,44,99,48,62,promotion
3601,11-11-2015,Wednesday,30,59,33,28,66,promotion
3602,12-11-2015,Thursday,20,16,111,12,80,promotion
3603,13-11-2015,Friday,35,53,12,72,81,promotion
3604,14-11-2015,Saturday,4,10,77,2,29,none
3605,15-11-2015,Sunday,9,25,88,46,99,promotion
3606,16-11-2015,Monday,27,9,70,56,92,promotion
3607,17-11-2015,Tuesday,19,45,7,22,43,none
3608,18-11-2015,Wednesday,5,26,80,31,89,promotion
3609,19-11-2015,Thursday,8,51,58,28,84,promotion
3610,20-11-2015,Friday,43,36,60,29,79,promotion
3611,21-11-2015,Saturday,30,47,115,61,69,promotion
3612,22-11-2015,Sunday,36,28,72,48,55,promotion
3613,23-11-2015,Monday,16,35,43,66,47,promotion
3614,24-11-2015,Tuesday,47,46,8,53,68,promotion
3615,25-11-2015,Wednesday,46,2,57,70,87,promotion
3616,26-11-2015,Thursday,4,55,7,50,81,none
3617,27-11-2015,Friday,4,9,30,43,79,none
3618,28-11-2015,Saturday,7,16,47,57,68,none
3619,29-11-2015,Sunday,3,25,12,11,48,none
3620,30-11-2015,Monday,38,54,100,11,82,promotion
3621,01-12-2015,Tuesday,25,9,2,50,87,none
3622,02-12-2015,Wednesday,36,18,45,57,38,none
3623,03-12-2015,Thursday,4,58,63,43,79,promotion
3624,04-12-2015,Friday,8,40,19,41,42,none
3625,05-12-2015,Saturday,28,21,48,52,88,promotion
3626,06-12-2015,Sunday,3,7,103,5,98,promotion
3627,07-12-2015,Monday,49,37,13,53,5,none
3628,08-12-2015,Tuesday,8,47,99,41,4,none
3629,09-12-2015,Wednesday,11,19,55,23,43,none
3630,10-12-2015,Thursday,46,27,58,7,35,none
3631,11-12-2015,Friday,49,49,65,49,93,promotion
3632,12-12-2015,Saturday,6,16,28,64,56,none
3633,13-12-2015,Sunday,41,8,59,71,13,none
3634,14-12-2015,Monday,23,2,8,7,77,none
3635,15-12-2015,Tuesday,44,29,43,40,71,promotion
3636,16-12-2015,Wednesday,2,17,100,53,94,promotion
3637,17-12-2015,Thursday,7,30,81,68,73,promotion
3638,18-12-2015,Friday,29,13,115,67,26,promotion
3639,19-12-2015,Saturday,6,34,72,56,26,none
3640,20-12-2015,Sunday,41,2,48,6,23,none
3641,21-12-2015,Monday,11,51,32,6,6,none
3642,22-12-2015,Tuesday,8,30,21,29,52,none
3643,23-12-2015,Wednesday,30,47,106,23,9,promotion
3644,24-12-2015,Thursday,37,31,49,31,87,promotion
3645,25-12-2015,Friday,19,18,5,38,61,none
3646,26-12-2015,Saturday,48,50,3,16,11,none
3647,27-12-2015,Sunday,3,6,97,25,24,none
3648,28-12-2015,Monday,42,22,108,27,86,promotion
3649,29-12-2015,Tuesday,30,6,30,34,56,none
3650,30-12-2015,Wednesday,33,56,89,22,44,promotion
3651,31-12-2015,Thursday,26,25,102,51,23,promotion
3652,01-01-2016,Friday,37,42,11,71,45,promotion
3653,02-01-2016,Saturday,20,16,26,20,9,none
3654,03-01-2016,Sunday,33,55,4,10,82,none
3655,04-01-2016,Monday,28,40,65,12,28,none
3656,05-01-2016,Tuesday,27,44,74,28,84,promotion
3657,06-01-2016,Wednesday,29,41,58,25,90,promotion
3658,07-01-2016,Thursday,46,46,69,57,50,promotion
3659,08-01-2016,Friday,24,24,89,33,60,promotion
3660,09-01-2016,Saturday,19,48,5,46,85,promotion
3661,10-01-2016,Sunday,6,22,98,35,12,none
3662,11-01-2016,Monday,2,43,97,68,97,promotion
3663,12-01-2016,Tuesday,22,23,12,11,2,none
3664,13-01-2016,Wednesday,35,41,30,73,79,promotion
3665,14-01-2016,Thursday,2,33,99,70,2,promotion
3666,15-01-2016,Friday,30,10,64,20,52,none
3667,16-01-2016,Saturday,46,41,49,56,42,promotion
3668,17-01-2016,Sunday,35,29,100,67,51,promotion
3669,18-01-2016,Monday,15,48,34,54,26,none
3670,19-01-2016,Tuesday,43,46,28,56,97,promotion
3671,20-01-2016,Wednesday,31,29,33,9,87,none
3672,21-01-2016,Thursday,10,11,13,62,81,none
3673,22-01-2016,Friday,28,22,13,60,20,none
3674,23-01-2016,Saturday,8,12,4,49,66,none
